p_val	avg_log2FC	pct.1	pct.2	p_val_adj	threshold
SF3B3	1.42271158307694e-26	-0.799250841057007	0.05	0.087	2.5628726457548e-22	Down
TOMM40	1.42441030333398e-26	-1.07786053541887	0.027	0.058	2.56593272042582e-22	Down
ANP32A	1.50300201841014e-26	-0.308633955777948	0.267	0.339	2.70750783596402e-22	Down
TPP1	1.58074498765039e-26	0.66687403304589	0.164	0.113	2.84755402075341e-22	Up
NDUFAF4	1.72605310824019e-26	-0.753472746459356	0.051	0.09	3.10931206918387e-22	Down
CAND1	1.74796128234229e-26	-0.567430387264687	0.081	0.126	3.14877745401141e-22	Down
PTP4A2	1.94154089252398e-26	0.436341836138937	0.426	0.372	3.49749176379269e-22	Up
ASPM	2.00209566774453e-26	-0.531941919409351	0.066	0.108	3.606575135875e-22	Down
GTF3C6	2.00900477149224e-26	-0.463199387105979	0.119	0.173	3.61902119536612e-22	Down
ITSN2	2.08533018192295e-26	0.436738459891521	0.313	0.251	3.75651378971601e-22	Up
BACH1	2.30205052513444e-26	0.725747708584058	0.164	0.115	4.14691381597717e-22	Up
TMEM263	2.38056537116885e-26	-0.729087968804202	0.056	0.096	4.28835045962357e-22	Down
PARK7	2.39762612962191e-26	-0.300486716504506	0.262	0.333	4.3190837099009e-22	Down
ZKSCAN1	2.69267048664146e-26	-0.454019007672092	0.144	0.2	4.85057661463592e-22	Down
SNHG19	3.14475222302316e-26	-0.989018791056136	0.029	0.059	5.66495665455392e-22	Down
TRUB2	3.34181699807253e-26	-1.0161598357467	0.026	0.056	6.01994914032786e-22	Down
PRC1	3.56847662099564e-26	-0.650123729708582	0.073	0.117	6.42825378506154e-22	Down
ZNRD1	3.66548536533596e-26	-0.721721376415377	0.05	0.088	6.6030053371162e-22	Down
KLF1	3.68788456966616e-26	-2.48098471315422	0.003	0.018	6.64335526379661e-22	Down
COX6B1	3.90566881676362e-26	-0.262158420056782	0.322	0.398	7.03567180651798e-22	Down
FAM111B	4.10458070815338e-26	-1.17646813235953	0.021	0.048	7.39399168766749e-22	Down
CTNNAL1	4.72328336347199e-26	-0.793982039379136	0.043	0.079	8.50852265095844e-22	Down
APRT	4.85019693545401e-26	-0.454574592597789	0.137	0.192	8.73714475952686e-22	Down
AAK1	4.87544182906696e-26	0.633694426909605	0.146	0.098	8.78262091088123e-22	Up
MLLT3	5.19041675111763e-26	-0.540282128062258	0.093	0.141	9.3500167354633e-22	Down
CCDC138	5.73654204436187e-26	-1.15604891382608	0.021	0.048	1.03338068387135e-21	Down
RNU5E-1	6.14459763322652e-26	1.71523839078802	0.032	0.011	1.10688781764943e-21	Up
PAFAH1B3	6.18107841102008e-26	-1.10774874636573	0.023	0.051	1.11345946496116e-21	Down
DNAJC8	6.25524328523871e-26	-0.273202698029089	0.3	0.375	1.1268195254029e-21	Down
RUNX1	6.80353394092365e-26	-0.363702092324458	0.219	0.284	1.22558860411799e-21	Down
EIF4EBP1	6.81303232345023e-26	-0.561238844470756	0.083	0.129	1.22729964274632e-21	Down
LMAN1	7.02082354842806e-26	-0.427318022501771	0.131	0.186	1.26473115401383e-21	Down
VBP1	7.18169031474804e-26	-0.449930396983283	0.17	0.229	1.29370969329871e-21	Down
NUDC	7.95486223027013e-26	-0.558376855844387	0.1	0.149	1.43298888216086e-21	Down
LOC100996842	8.21994827715596e-26	1.24494564533911	0.048	0.021	1.48074148264688e-21	Up
ALDH18A1	8.65950847685329e-26	-1.04573107170197	0.027	0.057	1.55992385702035e-21	Down
MND1	8.75328571878456e-26	-1.08898391389058	0.026	0.056	1.57681688938185e-21	Down
DDB1	9.37894177357455e-26	-0.609337173427253	0.076	0.12	1.68952257109172e-21	Down
NRIP1	9.43710241900277e-26	-0.406545879476019	0.13	0.185	1.69999962975916e-21	Down
HCLS1	1.07830061382438e-25	0.548846358501811	0.206	0.152	1.94245072574324e-21	Up
PRSS21	1.08707111128333e-25	-1.3534949780323	0.015	0.039	1.95824989986579e-21	Down
CPT1A	1.09973344277639e-25	-0.34950648692496	0.184	0.247	1.98105982381739e-21	Down
ACTR2	1.17264892525004e-25	0.310687550775201	0.59	0.557	2.11240977394542e-21	Up
SORL1	1.486136406128e-25	-0.478286632512264	0.169	0.226	2.67712612199898e-21	Down
CENPW	1.49901614960689e-25	-0.689142640730012	0.06	0.1	2.70032769190186e-21	Down
ROCK1	1.58249684278578e-25	0.406843317523816	0.367	0.308	2.85070981259431e-21	Up
CDKN2AIP	1.60570329173273e-25	-0.744743280880045	0.049	0.086	2.89251390972734e-21	Down
MRPS18C	1.65461284569851e-25	-0.487090288355081	0.108	0.158	2.98061958024129e-21	Down
SPIN1	1.70683244123301e-25	-0.616660603570664	0.076	0.12	3.07468795963714e-21	Down
ALDH1A1	1.72923259687019e-25	-1.35516225551001	0.015	0.038	3.11503960000195e-21	Down
ANGPT1	1.76501500667335e-25	-0.47714692088604	0.1	0.149	3.17949803302137e-21	Down
MPZL1	1.82677584447492e-25	-0.704119452511101	0.066	0.107	3.29075400623713e-21	Down
SOCS2	1.84388977560975e-25	-0.869628137542015	0.045	0.08	3.32158304178341e-21	Down
GM2A	2.11455598270411e-25	0.737938855727462	0.13	0.086	3.80916114724319e-21	Up
MYOF	2.13446357911697e-25	1.08882713006453	0.058	0.029	3.84502269142131e-21	Up
FMNL1	2.20220658473321e-25	0.820435954347502	0.085	0.048	3.9670549417384e-21	Up
TNFAIP8	2.23035440708519e-25	0.663462595676087	0.174	0.124	4.01776042892326e-21	Up
CDK2	2.48565548169587e-25	-0.993204537185662	0.028	0.057	4.47765978472695e-21	Down
HACD1	2.55645208222817e-25	-1.02987059248404	0.028	0.058	4.60519278092583e-21	Down
MAP3K8	2.89028451081049e-25	0.618142601597496	0.161	0.112	5.20655851777402e-21	Up
FSCN1	2.98335865854951e-25	-1.08002837210158	0.025	0.053	5.37422228751108e-21	Down
MRPS33	2.98525963246377e-25	-0.608691423948447	0.078	0.122	5.37764670192024e-21	Down
HNMT	3.19744877588944e-25	0.987056217562739	0.069	0.037	5.75988422488725e-21	Up
IMP3	3.27707064507621e-25	-0.751598970264205	0.055	0.093	5.90331506004028e-21	Down
OSCAR	3.3681659134329e-25	1.40081318669104	0.038	0.015	6.06741407645803e-21	Up
ESD	3.37638557819251e-25	-0.480126221584172	0.131	0.185	6.08222098055599e-21	Down
IRF1	3.45575536688922e-25	0.632977323120441	0.181	0.129	6.22519771791423e-21	Up
DOCK2	3.54667597881637e-25	0.517462349797587	0.225	0.17	6.38898210823981e-21	Up
EIF3I	3.56757605611655e-25	-0.417753843740406	0.162	0.22	6.42663150748835e-21	Down
GPX7	3.81337333026779e-25	-0.83991711054791	0.039	0.073	6.8694107171444e-21	Down
CENPX	4.4556563046734e-25	-0.797577648662902	0.047	0.083	8.02641926723867e-21	Down
NABP1	4.59219240678172e-25	0.789118369325149	0.1	0.061	8.27237540157659e-21	Up
POLE2	5.05907436065324e-25	-1.62165729231913	0.01	0.031	9.11341655328075e-21	Down
NUP107	5.06855029943038e-25	-0.66325439958797	0.055	0.093	9.13048650939388e-21	Down
GNPNAT1	5.09465518935444e-25	-0.907700578836897	0.033	0.064	9.17751185810309e-21	Down
CDC5L	5.63890514057988e-25	-0.374253538199098	0.164	0.223	1.01579237202406e-20	Down
CRYBG3	6.39004135336973e-25	0.973174928982131	0.07	0.038	1.15110204939602e-20	Up
RNASEH2A	6.46226331659268e-25	-1.09721439890927	0.023	0.05	1.16411211385101e-20	Down
NINJ1	6.54344989807725e-25	1.19307695607121	0.056	0.027	1.17873706463964e-20	Up
VRK1	6.66107438295918e-25	-0.520625321712584	0.102	0.15	1.19992593934627e-20	Down
IFRD2	7.0096453997064e-25	-1.47133146832616	0.013	0.035	1.26271752230311e-20	Down
LINC-PINT	7.32872661307443e-25	1.07434291842382	0.058	0.029	1.32019681207923e-20	Up
PABPC4	7.47630034449611e-25	-0.347742188576009	0.189	0.251	1.34678074405753e-20	Down
MRPS24	8.81227246743402e-25	-0.546060452419023	0.096	0.143	1.58744276228356e-20	Down
HEXB	8.98401999309595e-25	0.681846672134446	0.119	0.076	1.61838136155631e-20	Up
RPUSD3	9.49811378082913e-25	-1.02201967334176	0.028	0.057	1.71099021647856e-20	Down
ROBO1	9.86798501504968e-25	-1.83857711638454	0.006	0.023	1.77761882061105e-20	Down
H2AFV	1.00098046536739e-24	-0.320479920804338	0.236	0.302	1.80316621031281e-20	Down
NEDD9	1.0412035873916e-24	1.09105047278061	0.059	0.03	1.87562414232723e-20	Up
SLC40A1	1.16849654474169e-24	-0.690281031646776	0.062	0.101	2.10492967569768e-20	Down
CDT1	1.19151629120512e-24	-1.03008481084946	0.026	0.055	2.1463974469769e-20	Down
ATP5O	1.28991830196923e-24	-0.27039032841421	0.288	0.362	2.32365882916737e-20	Down
WARS	1.33866981197892e-24	0.87075443292968	0.089	0.053	2.41147979929883e-20	Up
MRPL24	1.36872316714744e-24	-0.741396347373631	0.046	0.081	2.4656179132994e-20	Down
RRP15	1.41886102989914e-24	-0.772190660040479	0.043	0.078	2.55593625926032e-20	Down
CHP1	1.43348272013045e-24	0.572912966104718	0.202	0.15	2.58227577204299e-20	Up
SFXN4	1.44696933910436e-24	-1.04685550295477	0.028	0.056	2.6065705674626e-20	Down
KDELC2	1.47211353914121e-24	-0.819548539827483	0.043	0.077	2.65186532940898e-20	Down
DUSP5	1.48103250909469e-24	1.93748636873263	0.027	0.008	2.66793196188317e-20	Up
ALOX5AP	1.49584944621114e-24	0.677522107507297	0.122	0.079	2.69462319240474e-20	Up
VAPA	1.553637325634e-24	0.481670605656526	0.349	0.295	2.79872227839709e-20	Up
MPLKIP	1.72390789104269e-24	-0.550152755820132	0.081	0.125	3.1054476749243e-20	Down
ANAPC7	1.73220991599458e-24	-0.747840432971874	0.046	0.081	3.12040294267264e-20	Down
SPIN4	1.86821232845667e-24	-1.07908471456818	0.019	0.044	3.36539768848185e-20	Down
NBPF14	1.87479216320771e-24	0.710189022397533	0.118	0.076	3.37725060280238e-20	Up
DRG1	1.88993897576561e-24	-0.73464431952456	0.043	0.077	3.40453607094417e-20	Down
BAHCC1	1.90118766309252e-24	-0.670573204507519	0.067	0.108	3.42479945629486e-20	Down
NLRP3	1.98990618573635e-24	0.959813417035426	0.077	0.043	3.58461700298547e-20	Up
CKAP5	2.06862801571536e-24	-0.580180137246847	0.078	0.122	3.72642650750965e-20	Down
YWHAQ	2.36885428158408e-24	-0.354393745787812	0.194	0.254	4.26725410284557e-20	Down
TMEM106C	2.40384253749083e-24	-0.961770838668622	0.033	0.064	4.33028194703597e-20	Down
SCML2	2.43816667188913e-24	-1.11455350413952	0.024	0.051	4.39211344274108e-20	Down
SRGAP1	2.49032927937632e-24	1.45554484353464	0.036	0.013	4.4860791638685e-20	Up
TARS	2.58858950033291e-24	-0.497391779078455	0.135	0.187	4.6630851258997e-20	Down
OSBPL11	2.85841408450473e-24	0.865025045669343	0.082	0.047	5.14914713182682e-20	Up
TPSB2	2.9053035530301e-24	-1.10155342048695	0.006	0.024	5.23361382042843e-20	Down
KNOP1	3.05969299116827e-24	-0.90888436337011	0.028	0.057	5.51173095429052e-20	Down
HERC2	3.30994173490301e-24	-0.422711086598784	0.146	0.201	5.96252904125429e-20	Down
NDUFA11	3.48116845650164e-24	-0.286190968716995	0.269	0.339	6.27097685754206e-20	Down
ATF3	3.54328465974024e-24	1.34279355047956	0.044	0.019	6.38287298605606e-20	Up
IER5	4.00195702963993e-24	0.93184536488807	0.072	0.04	7.20912539319337e-20	Up
C2	4.00992857071171e-24	2.29458933504765	0.021	0.005	7.22348532728007e-20	Up
SLC29A1	4.10742370160445e-24	-1.2692062031836	0.017	0.041	7.39911305607025e-20	Down
SARAF	4.30087949734145e-24	0.384652340457572	0.354	0.295	7.74760432651088e-20	Up
NIT2	4.47314790518966e-24	-0.824914947208663	0.041	0.075	8.05792863640865e-20	Down
TAL1	4.75607094670202e-24	-1.30265425812677	0.012	0.034	8.56758620338902e-20	Down
SEH1L	4.79432520045331e-24	-0.87978157142585	0.037	0.069	8.6364974160966e-20	Down
TOMM22	5.30523821911235e-24	-0.5139701976683	0.1	0.147	9.55685612790898e-20	Down
SLCO3A1	5.52868516076128e-24	1.02294492610665	0.066	0.035	9.95937344859537e-20	Up
DCAF7	5.81018001824941e-24	-0.445363374497241	0.127	0.178	1.04664582848745e-19	Down
XBP1	5.96506036642187e-24	-0.306786384548972	0.25	0.314	1.07454597440724e-19	Down
PTPN6	6.09211171994456e-24	0.53053433247869	0.191	0.139	1.09743300523081e-19	Up
DDX10	6.39444626715768e-24	-0.657206449520439	0.069	0.109	1.15189555056578e-19	Down
PAK1	6.9208391994826e-24	0.540274695842776	0.169	0.12	1.2467199733948e-19	Up
LILRB4	7.12605323093401e-24	1.08902325766865	0.054	0.026	1.28368722902045e-19	Up
RPL13AP3	7.33549478583996e-24	-0.445019848631564	0.143	0.196	1.32141603072121e-19	Down
PSMD14	8.45513900718034e-24	-0.466521211285973	0.109	0.158	1.52310874075347e-19	Down
MPST	8.59535588649999e-24	-0.733034527970692	0.052	0.088	1.54836740939411e-19	Down
C19orf38	9.12218278620672e-24	1.27911792628522	0.045	0.02	1.64327000710728e-19	Up
HSPB1	9.35347732298806e-24	-0.669228643568395	0.059	0.097	1.68493540496307e-19	Down
LAGE3	9.64184157971145e-24	-0.73791822692379	0.045	0.079	1.73688134216922e-19	Down
TPI1	1.00854846269176e-23	-0.262544414525092	0.375	0.447	1.81679920069294e-19	Down
GCAT	1.06339126068367e-23	-1.80988707977353	0.007	0.024	1.91559301699555e-19	Down
UTP20	1.13063037130756e-23	-0.902996484165012	0.03	0.059	2.03671755087344e-19	Down
ZFP36L2	1.18469955105819e-23	0.338534300073465	0.563	0.526	2.13411777127622e-19	Up
SIGLEC14	1.24260876849767e-23	1.35063922366653	0.038	0.016	2.23843543557171e-19	Up
NLRC4	1.25277992760318e-23	1.78441328552696	0.025	0.007	2.25675776158436e-19	Up
RARA	1.34901636804549e-23	1.22774268892161	0.047	0.022	2.43011808539714e-19	Up
SNORD13	1.34989697670632e-23	0.964001384319994	0.064	0.034	2.43170441383876e-19	Up
LAS1L	1.41406590443137e-23	-0.885853394714769	0.033	0.063	2.54729832024267e-19	Down
HEMGN	1.4620080424966e-23	-0.51880147467528	0.025	0.053	2.63366128775338e-19	Down
PMS1	1.49528442754413e-23	-0.569131150086784	0.076	0.118	2.69360536777799e-19	Down
EIF2AK1	1.59591235531043e-23	-0.349018382140691	0.169	0.226	2.87487651685621e-19	Down
C12orf57	1.62920779816223e-23	-0.326255815007854	0.193	0.255	2.93485492760944e-19	Down
MRPS27	1.66751514379131e-23	-0.785048773500217	0.041	0.073	3.00386178002566e-19	Down
SLC44A1	1.75239514857854e-23	0.477630984328001	0.188	0.137	3.15676462064939e-19	Up
THOC7	1.81608842808939e-23	-0.369198324690003	0.193	0.251	3.27150169436023e-19	Down
TEX30	1.8895772520675e-23	-0.799278763932988	0.042	0.075	3.40388446187439e-19	Down
SORT1	1.8958355961852e-23	0.800231826177249	0.091	0.055	3.41515824296801e-19	Up
TMA16	1.90853409799877e-23	-0.573482980204476	0.081	0.124	3.43803332413499e-19	Down
SF3A3	1.94640419215804e-23	-0.394291641959504	0.121	0.171	3.5062525117535e-19	Down
KYNU	2.10786285871031e-23	0.945040542387185	0.07	0.039	3.79710415368074e-19	Up
MRPL42	2.34525864508473e-23	-0.55679013874731	0.091	0.135	4.22474892325563e-19	Down
ZBTB44	2.36817390478465e-23	-0.398694104010744	0.136	0.189	4.26602847207907e-19	Down
KCNE5	2.42145088357534e-23	-1.24914892808651	0.013	0.035	4.36200162167261e-19	Down
RFK	2.51765802617238e-23	-0.664055732618593	0.066	0.105	4.53530916834692e-19	Down
ATP6AP2	2.54566797557826e-23	0.57403453610476	0.206	0.156	4.58576629120668e-19	Up
QPRT	2.55930075858025e-23	-0.983151690685201	0.025	0.052	4.61032438650647e-19	Down
MED28	2.68066725386362e-23	-0.571176803933936	0.082	0.124	4.82895399110993e-19	Down
RBFA	2.83066098058085e-23	-0.955326863447228	0.028	0.056	5.09915269041834e-19	Down
ATXN7L3B	2.85053819014696e-23	-0.471479051062812	0.123	0.173	5.13495949573074e-19	Down
RCC2	2.85968824552932e-23	-0.371351526532137	0.172	0.229	5.15144240549652e-19	Down
MRPS23	2.99226260166366e-23	-0.760742244490026	0.053	0.089	5.39026185063691e-19	Down
TKT	3.14716059579903e-23	0.378046687746996	0.534	0.503	5.66929509727238e-19	Up
GAMT	3.37337682426034e-23	-1.3889003141635	0.013	0.034	6.07680101122257e-19	Down
HIPK2	3.39273396710366e-23	0.650039835884318	0.153	0.108	6.11167096834053e-19	Up
HVCN1	3.54316324726847e-23	0.878004874094353	0.081	0.047	6.38265427362943e-19	Up
VDAC3	4.19335293905467e-23	-0.444642866090496	0.112	0.161	7.55390598441309e-19	Down
MYO1G	4.24295421406467e-23	0.846353369244976	0.081	0.047	7.64325772121609e-19	Up
CSF1	4.33771723955049e-23	-1.76140925586208	0.004	0.019	7.81396383532625e-19	Down
SMARCE1	4.44275779878779e-23	-0.292129650476491	0.211	0.274	8.00318389873632e-19	Down
ANKRD42	4.49779985417065e-23	-0.403612389856082	0.143	0.196	8.102336657303e-19	Down
KLF13	4.51579468250268e-23	0.74833482617186	0.115	0.075	8.13475254106033e-19	Up
AOX3P-AOX2P	4.98723298290758e-23	-1.47985096453721	0.013	0.034	8.98400149540971e-19	Down
LOC441454	5.17332321064261e-23	-0.548384650611622	0.092	0.136	9.3192244316516e-19	Down
NBPF19	5.39181782390945e-23	0.887133014753213	0.077	0.044	9.71282062799048e-19	Up
METTL13	5.50128542940378e-23	-1.03448436652723	0.02	0.045	9.91001557252798e-19	Down
REXO4	5.71045376645922e-23	-0.752736800187193	0.046	0.08	1.02868114148996e-18	Down
ANKRD44	5.9162920158732e-23	0.654367139740669	0.118	0.077	1.0657608437394e-18	Up
CPD	6.01742787989903e-23	0.757648349189442	0.127	0.085	1.08397945828501e-18	Up
MARCO	6.02925905467442e-23	2.03576588631312	0.023	0.006	1.08611072610905e-18	Up
RBM28	6.11469488272963e-23	-0.648451630326469	0.06	0.097	1.10150113617492e-18	Down
B4GALT6	6.26936871862254e-23	-1.13456833227586	0.019	0.042	1.12936408097266e-18	Down
ASAP1	6.42224373596829e-23	0.728197582020278	0.12	0.079	1.15690298659733e-18	Up
HBEGF	6.42353030139795e-23	1.10028754024634	0.07	0.039	1.15713474849383e-18	Up
C12orf29	6.57492707428272e-23	-0.889327342608753	0.036	0.066	1.18440736316129e-18	Down
LILRA6	6.63514214505885e-23	2.12861653453121	0.02	0.005	1.1952545060109e-18	Up
HTATSF1	7.10190966218284e-23	-0.372216552275254	0.149	0.203	1.27933800654562e-18	Down
LOC101928034	7.17066214011985e-23	0.754967847499052	0.115	0.075	1.29172307792119e-18	Up
BMS1	7.36070626024478e-23	-0.434520949434668	0.109	0.157	1.32595762572049e-18	Down
LILRA2	7.3695844434824e-23	0.926857550547168	0.067	0.037	1.32755694164892e-18	Up
MDH2	7.50800341788632e-23	-0.474380532148619	0.109	0.156	1.35249173569804e-18	Down
SBDS	7.68503121357524e-23	0.518970253388912	0.218	0.166	1.38438152281344e-18	Up
PCAT18	8.37079843277659e-23	0.946578700166991	0.065	0.035	1.50791562968038e-18	Up
ZNF770	8.46539473429682e-23	-0.503398358357324	0.083	0.125	1.52495620743623e-18	Down
CDCA2	8.49276424530774e-23	-1.35383037151071	0.016	0.038	1.52988655114974e-18	Down
NR4A2	8.68706949034437e-23	0.834485880864028	0.087	0.052	1.56488869799063e-18	Up
MS4A14	8.99032399188243e-23	1.85258478816854	0.021	0.005	1.6195169638977e-18	Up
TMEM30A	9.16533509975564e-23	0.537665229107769	0.224	0.172	1.65104346486998e-18	Up
UBA2	9.23941613672968e-23	-0.45693729351337	0.124	0.173	1.66438842287049e-18	Down
RNF130	9.57145801583764e-23	0.493250196201539	0.257	0.204	1.72420244697299e-18	Up
MRPS16	9.64146927733916e-23	-0.482518695466554	0.11	0.157	1.73681427561988e-18	Down
ASF1A	9.73569968379749e-23	-0.533144489366434	0.079	0.121	1.75378894103928e-18	Down
SYK	1.014506950253e-22	0.455867311875092	0.239	0.185	1.82753282018575e-18	Up
SSH2	1.0164134108278e-22	0.740837876746437	0.112	0.073	1.8309671182652e-18	Up
COMT	1.01835534833657e-22	-0.420199164581825	0.132	0.183	1.83446532449349e-18	Down
PWP1	1.03727463339683e-22	-0.481231384917161	0.094	0.139	1.86854652460105e-18	Down
ACOT13	1.09834284576299e-22	-0.561361551314767	0.077	0.118	1.97855480235745e-18	Down
MRPL15	1.11011906443909e-22	-0.766733876120134	0.042	0.074	1.99976848268057e-18	Down
CLEC10A	1.16185454736138e-22	2.20841328967419	0.021	0.005	2.09296478161679e-18	Up
F5	1.1793118935657e-22	1.92213946458113	0.021	0.005	2.12441244506925e-18	Up
YWHAG	1.22843280975374e-22	-0.417243277552867	0.14	0.192	2.21289886349039e-18	Down
SCUBE1	1.23946597567674e-22	1.93425404092594	0.02	0.005	2.23277400858407e-18	Up
FOSL2	1.25355552486707e-22	0.895345786570789	0.072	0.041	2.25815492249555e-18	Up
GBP2	1.26101558803542e-22	0.641937690199152	0.115	0.075	2.271593480287e-18	Up
PTCH2	1.31867254925798e-22	1.13605808585981	0.046	0.021	2.37545673023333e-18	Up
PSMA3	1.31975624581184e-22	-0.344981607269395	0.184	0.241	2.37740890120545e-18	Down
RBM39	1.34644308798797e-22	0.289796116149913	0.574	0.535	2.42548257870152e-18	Up
LYRM4	1.35690387754829e-22	-0.645692279792512	0.063	0.101	2.44432664501548e-18	Down
HP	1.40853171531321e-22	1.81776523409383	0.024	0.007	2.53732903196521e-18	Up
BAALC	1.42697649306447e-22	-0.806357508129721	0.034	0.063	2.57055545460634e-18	Down
TFRC	1.44318632183278e-22	-0.619123020735734	0.129	0.177	2.59975584014957e-18	Down
TOM1	1.44570426984353e-22	1.00217824373892	0.059	0.031	2.60429167169614e-18	Up
FUBP1	1.45668704832361e-22	-0.330859978962863	0.225	0.286	2.62407604885014e-18	Down
NLRP12	1.50041099235433e-22	2.54703643647004	0.016	0.003	2.70284036162709e-18	Up
GINS1	1.51839143093936e-22	-1.16166429189301	0.017	0.039	2.73523032369417e-18	Down
MTR	1.59301208400764e-22	-0.541301561034552	0.082	0.124	2.86965196813137e-18	Down
PICALM	1.66050872919508e-22	0.605122370880513	0.164	0.117	2.99124042477202e-18	Up
AQP9	1.7383472780632e-22	2.95231345149178	0.014	0.002	3.13145878670304e-18	Up
IQSEC1	1.74019382122245e-22	1.0978549145265	0.046	0.022	3.13478514955013e-18	Up
TMX1	1.79804265395975e-22	-0.38018778811031	0.191	0.248	3.23899403684309e-18	Down
TMEM165	1.86402539551007e-22	-0.43802741312108	0.105	0.151	3.35785534747184e-18	Down
SGO2	1.91109542539286e-22	-0.570714756832026	0.063	0.101	3.4426472993027e-18	Down
RAD51C	2.01956950980624e-22	-0.834105519864591	0.032	0.061	3.63805251496497e-18	Down
GTF2H3	2.06293674360955e-22	-0.607130685863845	0.058	0.095	3.71617424993824e-18	Down
